city,lat,lng
"Wilmette, Illinois",42.0722513,-87.7228384
"Woodridge, Illinois",41.7469749,-88.0503406
"Woodstock, Illinois",42.3147436,-88.44870209999999
"Round Lake Heights, Illinois",42.3800212,-88.1042489
"Downers Grove, Illinois",41.8089191,-88.01117459999999
"Dolton, Illinois",41.6389236,-87.60726799999999
"North Chicago, Illinois",42.325578,-87.8411818
"Riverdale, Illinois",41.63336779999999,-87.6331021
"South Holland, Illinois",41.6008681,-87.60698939999999
"Cicero, Illinois",41.8455877,-87.7539448
"East Moline, Illinois",41.5008673,-90.4442979
"Charleston, Illinois",39.4961458,-88.1761521
"Darien, Illinois",41.7483483,-87.9737943
"Gurnee, Illinois",42.3702996,-87.90201859999999
"Lockport, Illinois",41.5894752,-88.05783699999999
"Oakbrook, Illinois",41.8397865,-87.95355339999999
"Warrenville, Illinois",41.81780699999999,-88.17340209999999
"Romeoville, Illinois",41.6475306,-88.0895061
"Geneva, Illinois",41.8875281,-88.3053525
"Itasca, Illinois",41.9750287,-88.0072909
"Mokena, Illinois",41.5261437,-87.8892189
"Villa Park, Illinois",41.8897519,-87.98895429999999
"Calumet City, Illinois",41.6155909,-87.5294871
"Park Forest, Illinois",41.4914236,-87.6744891
"Bloomingdale, Illinois",41.9575285,-88.0809036
"Elmhurst, Illinois",41.8994744,-87.9403418
"Addison, Illinois",41.931696,-87.9889556
"Burr Ridge, Illinois",41.74892029999999,-87.91839189999999
"Hillside, Illinois",41.8778084,-87.90283980000001
"Northfield, Illinois",42.09975,-87.7808967
"Roscoe, Illinois",42.4133505,-89.0092741
"Sycamore, Illinois",41.9889173,-88.6867538
"Wood Dale, Illinois",41.9633625,-87.9789562
"Homer, Illinois",40.0347569,-87.95808919999999
"Streator, Illinois",41.12086679999999,-88.835352
"Bloomington, Indiana",39.165325,-86.52638569999999
"Carmel, Indiana",39.978371,-86.1180435
"Fort Wayne, Indiana",41.079273,-85.1393513
"Indianapolis, Indiana",39.768403,-86.158068
"Noblesville, Indiana",40.0455917,-86.0085955
"Goshen, Indiana",41.5822716,-85.8344383
"Crown Point, Indiana",41.4169806,-87.3653135
"Greensburg, Indiana",39.3372722,-85.483581
"Hammond, Indiana",41.5833688,-87.5000412
"Highland, Indiana",41.5536468,-87.451984
"Mishawaka, Indiana",41.6619927,-86.15861559999999
"Munster, Indiana",41.5644798,-87.5125412
"South Bend, Indiana",41.6763545,-86.25198979999999
"Bluffton, Indiana",40.7386579,-85.17163680000002
"Brownsburg, Indiana",39.8433769,-86.39777350000001
"Franklin, Indiana",39.4806055,-86.0549863
"Greenwood, Indiana",39.6136578,-86.10665259999999
"Vincennes, Indiana",38.677269,-87.5286325
"Des Plaines, Indiana",42.01043000000001,-87.890169
"Schererville, Indiana",41.4789246,-87.4547605
"Logansport, Indiana",40.7544843,-86.3566659
"Jeffersonville, Indiana",38.2775702,-85.7371847
"Muncie, Indiana",40.1933767,-85.3863599
"Elkhart, Indiana",41.6819935,-85.9766671
"West Lafayette, Indiana",40.4258686,-86.90806549999999
"Zionsville, Indiana",39.9508733,-86.261937
"Granger, Indiana",41.7533819,-86.11083769999999
"Evansville, Indiana",37.9715592,-87.5710898
"Dyer, Indiana",41.4942021,-87.52170679999999
"Griffith, Indiana",41.5283693,-87.42364970000001
"Hobart, Indiana",41.5322592,-87.2550353
"New Palestine, Indiana",39.7219882,-85.88914710000002
"Columbus, Indiana",39.2014404,-85.9213796
"Plainfield, Indiana",39.70421229999999,-86.39943869999999
"Merrillville, Indiana",41.4828144,-87.33281389999999
"Des Moines, Iowa",41.5868353,-93.6249593
"Ankeny, Iowa",41.7317884,-93.6001278
"Cedar Rapids, Iowa",41.9778795,-91.6656232
"Clive, Iowa",41.6060873,-93.77235999999999
"Davenport, Iowa",41.5236437,-90.5776367
"Waterloo, Iowa",42.492786,-92.34257749999999
"West Des Moines, Iowa",41.5772115,-93.711332
"Columbus City, Iowa",41.2586363,-91.3743221
"Altoona, Iowa",41.6435514,-93.47508359999999
"Urbandale, Iowa",41.6266555,-93.71216559999999
"Iowa City, Iowa",41.6611277,-91.5301683
"Marion, Iowa",42.033279,-91.5968958
"Sioux City, Iowa",42.4963416,-96.40494079999999
"Brooklyn, Iowa",41.7315717,-92.4453638
"Carter Lake, Iowa",41.29055340000001,-95.9180689
"Coralville, Iowa",41.6822756,-91.5960643
"Ames, Iowa",42.0307812,-93.63191309999999
"Muscatine, Iowa",41.424473,-91.0432051
"Perry, Iowa",41.8385964,-94.10717969999999
"Rock Valley, Iowa",43.2052594,-96.2950263
"Grundy Center, Iowa",42.3616501,-92.7685327
"Marshalltown, Iowa",42.0494674,-92.90803749999999
"Indianola, Iowa",41.3580484,-93.5574376
"Kansas City, Kansas",39.11553139999999,-94.62678729999999
"Lenexa, Kansas",38.9536174,-94.73357089999999
"Overland Park, Kansas",38.9822282,-94.6707917
"Wichita, Kansas",37.68717609999999,-97.33005299999999
"Shawnee, Kansas",39.02284849999999,-94.7151865
"Columbus, Kansas",37.1692278,-94.8441239
"Fredonia, Kansas",37.5339386,-95.8266483
"Garden City, Kansas",37.9716898,-100.8726618
"Independence, Kansas",37.2242358,-95.7083131
"Lawrence, Kansas",38.9716689,-95.2352501
"Olathe, Kansas",38.8813958,-94.81912849999999
"Phillipsburg, Kansas",39.7561206,-99.32398529999999
"Leawood, Kansas",38.966673,-94.6169012
"Pittsburg, Kansas",37.410884,-94.70496
"Roeland Park, Kansas",39.0375053,-94.63217949999999
"Leavenworth, Kansas",39.3111112,-94.9224637
"Merriam, Kansas",39.0236165,-94.6935701
"Mission, Kansas",39.0277832,-94.6557914
"Topeka, Kansas",39.0473451,-95.67515759999999
"Emporia, Kansas",38.403903,-96.18166260000001
"Liberal, Kansas",37.0430812,-100.920999
"Lexington, Kentucky",38.0405837,-84.5037164
"Louisville, Kentucky",38.2526647,-85.7584557
"Bowling Green, Kentucky",36.9685219,-86.4808043
"Crestwood, Kentucky",38.3242355,-85.4724593
"Covington, Kentucky",39.0836712,-84.5085536
"Florence, Kentucky",38.9989499,-84.62661109999999
"Somerset, Kentucky",37.0920222,-84.6041084
"Anchorage, Kentucky",38.2667373,-85.53301569999999
"Burlington, Kentucky",39.02756,-84.7241133
"Crescent Springs, Kentucky",39.0514492,-84.5816106
"Fern Creek, Kentucky",38.15979,-85.5877362
"Jeffersontown, Kentucky",38.1942356,-85.5644033
"Bedford, Kentucky",38.592563,-85.31773439999999
"Mayfield, Kentucky",36.7417235,-88.6367154
"Portland, Kentucky",38.2676965,-85.792290499999993
"Andover, Kentucky",37.99549409999999,-84.4133272
"Georgetown, Kentucky",38.2097967,-84.55883109999999
"Pewee Valley, Kentucky",38.3106248,-85.4874595
"Radcliff, Kentucky",37.8403456,-85.9491298
"Owensboro, Kentucky",37.7719074,-87.1111676
"Nicholasville, Kentucky",37.8806341,-84.5729961
"Independence, Kentucky",38.94311829999999,-84.54410899999999
"Erlanger, Kentucky",39.0167275,-84.60077729999999
"Sadieville, Kentucky",38.3892392,-84.53744239999999
"Baton Rouge, Louisiana",30.4514677,-91.18714659999999
"New Orleans, Louisiana",29.95106579999999,-90.0715323
"Pineville, Louisiana",31.3224044,-92.4343035
"Kenner, Louisiana",29.9940924,-90.2417434
"Lafayette, Louisiana",30.2240897,-92.0198427
"Metairie, Louisiana",29.9840922,-90.1528519
"Baker, Louisiana",30.5882429,-91.16816299999999
"Bossier City, Louisiana",32.5159852,-93.7321228
"Mandeville, Louisiana",30.35825059999999,-90.06563109999999
"River Ridge, Louisiana",29.9602043,-90.2156316
"Shreveport, Louisiana",32.5251516,-93.7501789
"Arabi, Louisiana",29.9543702,-90.0053477
"Avondale, Louisiana",29.91298339999999,-90.2036868
"Chalmette, Louisiana",29.942783,-89.9635162
"Gretna, Louisiana",29.9146493,-90.0539603
"Marrero, Louisiana",29.8993723,-90.1003506
"Morgan City, Louisiana",29.6993748,-91.20676999999999
"Port Allen, Louisiana",30.4474878,-91.20732609999999
"Rayne, Louisiana",30.234925,-92.26846169999999
"Scott, Louisiana",30.2357569,-92.0945672
"Slidell, Louisiana",30.2751945,-89.78117449999999
"Zachary, Louisiana",30.64851909999999,-91.1564961
"Jefferson, Louisiana",29.96603709999999,-90.1531298
"Pearl River, Louisiana",30.3760264,-89.7483972
"Abbeville, Louisiana",29.9746502,-92.13429210000001
"Alexandria, Louisiana",31.3112936,-92.4451371
"Lake Charles, Louisiana",30.2265949,-93.2173758
"New, Louisiana",29.95106579999999,-90.0715323
"Westwego, Louisiana",29.9060388,-90.14229619999999
"Portland, Maine",43.6590993,-70.2568189
"Bangor, Maine",44.8016128,-68.7712257
"Lewiston, Maine",44.100351,-70.21477639999999
"Auburn, Maine",44.0978509,-70.2311655
"Falmouth, Maine",43.7435343,-70.2601759
"Scarborough, Maine",43.5901974,-70.33449209999999
"South Portland, Maine",43.6414716,-70.2408811
"Westbrook, Maine",43.6770252,-70.3711617
"Windham, Maine",43.7588577,-70.39870599999999
"York, Maine",43.16174830000001,-70.6482581
"Biddeford, Maine",43.4925843,-70.45338439999999
"Sorrento, Maine",44.4734117,-68.17723409999999
"Baltimore, Maryland",39.2903848,-76.6121893
"Bethesda, Maryland",38.984652,-77.0947092
"Brandywine, Maryland",38.6967833,-76.8477485
"Eldersburg, Maryland",39.40371469999999,-76.9502567
"Silver Spring, Maryland",38.99066570000001,-77.026088
"Chevy Chase, Maryland",38.9692771,-77.07886669999999
"Owings Mills, Maryland",39.4195499,-76.7802528
"Reisterstown, Maryland",39.4695489,-76.82942129999999
"Rockville, Maryland",39.0839973,-77.1527578
"Germantown, Maryland",39.1731621,-77.2716502
"Hagerstown, Maryland",39.6417629,-77.71999319999999
"Maugansville, Maryland",39.6928728,-77.74471609999999
"Parkville, Maryland",39.3773292,-76.5396875
"Poolesville, Maryland",39.1459392,-77.4169311
"Hyattsville, Maryland",38.9559442,-76.9455301
"Oxon Hill, Maryland",38.80331779999999,-76.98972780000001
"Riverdale, Maryland",38.963444,-76.9316408
"Takoma Park, Maryland",38.9778882,-77.0074765
"Aspen Hill, Maryland",39.0795529,-77.07303379999999
"College Park, Maryland",38.9896967,-76.93776
"Columbia, Maryland",39.2037144,-76.86104619999999
"Catonsville, Maryland",39.272050900000004,-76.73191609999999
"Derwood, Maryland",39.1174267,-77.1611903
"Elkridge, Maryland",39.1978788,-76.7625073
"Ellicott City, Maryland",39.2673283,-76.7983067
"Frederick, Maryland",39.41426879999999,-77.4105409
"Gaithersburg, Maryland",39.1434406,-77.2013705
"Glen Burnie, Maryland",39.1626084,-76.6246886
"Greenbelt, Maryland",39.0045544,-76.87552819999999
"Gwynn Oak, Maryland",39.3359385,-76.6977522
"Halethorpe, Maryland",39.2401735,-76.6806441
"Laurel, Maryland",39.0992752,-76.8483061
"Lutherville, Maryland",39.4354087,-76.6123884
"Lutherville-Timonium, Maryland",39.4354087,-76.6123884
"Monrovia, Maryland",39.372243,-77.27098649999999
"Montgomery Village, Maryland",39.172728,-77.20360409999999
"Savage, Maryland",39.1378733,-76.8217374
"Severn, Maryland",39.1370528,-76.6983022
"Walkersville, Maryland",39.48621259999999,-77.3519285
"Woodbine, Maryland",39.3738173,-77.0569038
"Cockeysville, Maryland",39.4812172,-76.6438598
"Towson, Maryland",39.4014955,-76.6019125
"Upper Marlboro, Maryland",38.8159473,-76.74969089999999
"Lanham, Maryland",38.96851119999999,-76.8620327
"Rosedale, Maryland",39.3201074,-76.51551909999999
"Beltsville, Maryland",39.0348317,-76.9074739
"Brookeville, Maryland",39.1806623,-77.0591452
"District Heights, Maryland",38.8576128,-76.8894171
"Mount Rainier, Maryland",38.9415,-76.9649751
"Randallstown, Maryland",39.3673278,-76.79525249999999
"Adelphi, Maryland",39.0031656,-76.97192
"Burtonsville, Maryland",39.11121929999999,-76.9324752
"Essex, Maryland",39.30927430000001,-76.47496199999999
"Olney, Maryland",39.1531627,-77.066923
"Pikesville, Maryland",39.3742729,-76.7224727
"Suitland, Maryland",38.8485264,-76.9240422
"Wheaton, Maryland",39.0398314,-77.05525550000002
"Windsor Mill, Maryland",39.3326927,-76.7595659
"Abingdon, Maryland",39.4622357,-76.27722229999999
"Annapolis, Maryland",38.9784453,-76.4921829
"Bel Air, Maryland",39.535940600000004,-76.34829309999999
"Bowie, Maryland",39.0067768,-76.77913649999999
"Clarksville, Maryland",39.2061962,-76.94556639999999
"Crofton, Maryland",39.0017772,-76.68746709999999
"Edgewood, Maryland",39.4187194,-76.2944016
"Fort Washington, Maryland",38.7073379,-77.0230313
"Fulton, Maryland",39.1511692,-76.92305069999999
"Huntingtown, Maryland",38.61595330000001,-76.61301499999999
"Kensington, Maryland",39.0256651,-77.0763669
"Lexington Park, Maryland",38.2575517,-76.4620928
"Marriotsville, Maryland",39.3491115,-76.89964739999999
"Marriottsville, Maryland",39.3491115,-76.89964739999999
"Middletown, Maryland",39.4437123,-77.5447102
"Millersville, Maryland",39.0574783,-76.64858219999999
"Mitchellville, Maryland",38.9382537,-76.8201976
"Mount Airy, Maryland",39.3762145,-77.154704
"New Market, Maryland",39.3826031,-77.26942780000002
"Nottingham, Maryland",39.3698263,-76.4548626
"Potomac, Maryland",39.0181651,-77.2085914
"Dundalk, Maryland",39.2506633,-76.5205184
"Edgewater, Maryland",38.94056399999999,-76.5629398
"Hollywood, Maryland",38.3583554,-76.5719414
"La Plata, Maryland",38.5292877,-76.97525139999999
"Odenton, Maryland",39.0839981,-76.7002462
"Bladensburg, Maryland",38.9392779,-76.93386310000001
"Boyds, Maryland",39.185008,-77.3105963
"Cheverly, Maryland",38.92816699999999,-76.915807
"Hanover, Maryland",39.19550419999999,-76.7228227
"Landover, Maryland",38.9340002,-76.8966397
"Maryland City, Maryland",39.0920531,-76.8177498
"New Carrollton, Maryland",38.9657249,-76.88024829999999
"New Windsor, Maryland",39.5420455,-77.1080376
"Greenfield, Maryland",39.5359393,-76.53524449999999
"North Potomac, Maryland",39.097769,-77.2347674
"Port Deposit, Maryland",39.6048327,-76.11522889999999
"Hancock, Maryland",39.6989809,-78.17972929999999
"Berwyn Heights, Maryland",38.9939991,-76.9105292
"Camp Springs, Maryland",38.8040027,-76.90663959999999
"Capitol Heights, Maryland",38.8851122,-76.9158068
"Carrollton, Maryland",39.5570469,-76.91692379999999
"Colmar Manor, Maryland",38.9331669,-76.9458078
"Gambrills, Maryland",39.0670456,-76.6654513
"Glenarden, Maryland",38.9292782,-76.8616387
"Glenn Dale, Maryland",38.98761040000001,-76.8205265
"Landover Hills, Maryland",38.9431668,-76.8921952
"Largo, Maryland",38.8779723,-76.8317325
"Springdale, Maryland",38.9376113,-76.8388602
"Temple Hills, Maryland",38.8140024,-76.9455296
"Pasadena, Maryland",39.1073317,-76.57107529999999
"Forestville, Maryland",38.8451131,-76.8749722
"Princess Anne, Maryland",38.2028993,-75.692427
"Westminster, Maryland",39.5753791,-76.9958149
"Keedysville, Maryland",39.4862106,-77.6997141
"Millers, Maryland",39.6712137,-76.8510883
"Perry Hall, Maryland",39.4126073,-76.463574
"Boonsboro, Maryland",39.5062108,-77.6524907
"Woodstock, Maryland",39.328064,-76.872796
"Allston, Massachusetts",42.3539038,-71.1337112
"Boston, Massachusetts",42.3600825,-71.0588801
"Cambridge, Massachusetts",42.3736158,-71.10973349999999
"Chelsea, Massachusetts",42.3917638,-71.0328284
"Hyde Park, Massachusetts",42.2565289,-71.1240559
"Malden, Massachusetts",42.4250964,-71.066163
"Revere, Massachusetts",42.4084302,-71.0119948
"Somerville, Massachusetts",42.3875968,-71.0994968
"Springfield, Massachusetts",42.1014831,-72.589811
"West Springfield, Massachusetts",42.1070383,-72.6203675
"Worcester, Massachusetts",42.2625932,-71.8022934
"Beverly, Massachusetts",42.5584283,-70.880049
"Brighton, Massachusetts",42.3463503,-71.1626756
"Chestnut Hill, Massachusetts",42.3303798,-71.166187
"Framingham, Massachusetts",42.279286,-71.4161565
"Watertown, Massachusetts",42.3709299,-71.1828321
"West Roxbury, Massachusetts",42.2797554,-71.1626756
"Agawam, Massachusetts",42.0695391,-72.61481169999999
"Auburndale, Massachusetts",42.3479782,-71.2471097
"Belmont, Massachusetts",42.3956405,-71.1776114
"Brookline, Massachusetts",42.33176419999999,-71.1211635
"Chicopee, Massachusetts",42.1487043,-72.6078672
"Indian Orchard, Massachusetts",42.1546691,-72.502735
"Lynn, Massachusetts",42.46676300000001,-70.9494938
"Quincy, Massachusetts",42.2528772,-71.0022705
"Westfield, Massachusetts",42.1250929,-72.749538
"Dorchester, Massachusetts",42.30163049999999,-71.067605
"Lowell, Massachusetts",42.6334247,-71.31617179999999
"East Boston, Massachusetts",42.37021370000001,-71.0388601
"Everett, Massachusetts",42.40843,-71.0536625
"Wakefield, Massachusetts",42.5039395,-71.0723391
"Danvers, Massachusetts",42.5750009,-70.93212199999999
"Jamaica Plain, Massachusetts",42.3097365,-71.1151431
"Roxbury, Massachusetts",42.3151978,-71.0913748
"South Boston, Massachusetts",42.3381437,-71.0475773
"Wellesley, Massachusetts",42.296797,-71.29238769999999
"Concord, Massachusetts",42.4603719,-71.3489484
"North Attleboro, Massachusetts",41.9695516,-71.35654389999999
"Amherst, Massachusetts",42.3732216,-72.5198537
"Brockton, Massachusetts",42.0834335,-71.0183787
"Saugus, Massachusetts",42.4651421,-71.0110473
"Newton, Massachusetts",42.3370413,-71.20922139999999
"Newton Center, Massachusetts",42.3300503,-71.1948255
"Reading, Massachusetts",42.5256563,-71.0952891
"Marlborough, Massachusetts",42.3459271,-71.5522874
"Acton, Massachusetts",42.4850931,-71.43284
"Buzzards Bay, Massachusetts",41.7453829,-70.618087
"Dracut, Massachusetts",42.6703687,-71.3020052
"Medford, Massachusetts",42.4184296,-71.1061639
"North Reading, Massachusetts",42.5750939,-71.0786653
"Northampton, Massachusetts",42.3250896,-72.64120129999999
"Waltham, Massachusetts",42.3764852,-71.2356113
"Blackstone, Massachusetts",42.0418415,-71.53678599999999
"Braintree, Massachusetts",42.2079017,-71.0040013
"Leominster, Massachusetts",42.5250906,-71.759794
"Ludlow, Massachusetts",42.1600936,-72.47591899999999
"Natick, Massachusetts",42.2775281,-71.3468091
"Needham, Massachusetts",42.2809285,-71.23775479999999
"North Grafton, Massachusetts",42.2356407,-71.69699849999999
"Peabody, Massachusetts",42.5278731,-70.9286609
"Sharon, Massachusetts",42.1236499,-71.1786237
"Shrewsbury, Massachusetts",42.2959267,-71.71284709999999
"Wayland, Massachusetts",42.3625953,-71.3614484
"Webster, Massachusetts",42.05009099999999,-71.88006279999999
"West  Roxbury, Massachusetts",42.2797554,-71.1626756
"Weston, Massachusetts",42.3667625,-71.3031132
"Williamsburg, Massachusetts",42.3928305,-72.7300929
"Woburn, Massachusetts",42.4792618,-71.1522765
"Holyoke, Massachusetts",42.2042586,-72.6162009
"Fitchburg, Massachusetts",42.5834228,-71.8022955
"Arlington, Massachusetts",42.4153925,-71.1564729
"Attleboro, Massachusetts",41.94454409999999,-71.2856082
"Fall River, Massachusetts",41.7014912,-71.1550451
"Franklin, Massachusetts",42.0834313,-71.396725
"Methuen, Massachusetts",42.7262016,-71.1908924
"Pittsfield, Massachusetts",42.4500845,-73.2453824
"Ashland, Massachusetts",42.2612067,-71.4633956
"Feeding Hills, Massachusetts",42.067082,-72.6777225
"Granville, Massachusetts",42.09965450000001,-72.92243289999999
"Greenfield, Massachusetts",42.587915,-72.5994104
"Southwick, Massachusetts",42.0548167,-72.7703724
"Taunton, Massachusetts",41.900101,-71.0897674
"Turners Falls, Massachusetts",42.60425230000001,-72.5564777
"Andover, Massachusetts",42.6583356,-71.1367953
"Bedford, Massachusetts",42.4906231,-71.2760089
"Chester, Massachusetts",42.2792551,-72.978712
"Devens, Massachusetts",42.5455027,-71.6139348
"Hopedale, Massachusetts",42.1306357,-71.5412077
"Lexington, Massachusetts",42.4473497,-71.2271531
"Marblehead, Massachusetts",42.49995819999999,-70.8578024
"Melrose, Massachusetts",42.4584292,-71.0661633
"Milton, Massachusetts",42.2495321,-71.0661653
"Nahant, Massachusetts",42.4265633,-70.922279
"Nashua, Massachusetts",42.7653662,-71.46756599999999
"North Billerica, Massachusetts",42.5831997,-71.28486629999999
"North Dartmouth, Massachusetts",41.640396,-70.9694555
"Norwood, Massachusetts",42.19439089999999,-71.19896949999999
"Raynham, Massachusetts",41.9487077,-71.0731162
"Salem, Massachusetts",42.51954,-70.8967155
"Stoughton, Massachusetts",42.1229099,-71.10920120000002
"Swampscott, Massachusetts",42.47094370000001,-70.91755619999999
"Walpole, Massachusetts",42.1417442,-71.2495096
"Winchester, Massachusetts",42.452303,-71.1369959
"Winthrop, Massachusetts",42.374776,-70.9862693
"Mattapan, Massachusetts",42.2771417,-71.0913748
"Randolph, Massachusetts",42.1619739,-71.042551
"Roslindale, Massachusetts",42.2832142,-71.1270268
"Charlestown, Massachusetts",42.3782065,-71.0602131
"Williamstown, Massachusetts",42.7120196,-73.20368979999999
"Burlington, Massachusetts",42.5047161,-71.1956205
"Canton, Massachusetts",42.1584324,-71.1447732
"Chicago, Massachusetts",42.361705,-71.097132
"Russell, Massachusetts",42.189861,-72.8591256
"West, Massachusetts",42.4072107,-71.3824374
"Falmouth, Massachusetts",41.5532208,-70.60858859999999
"Haverhill, Massachusetts",42.7762015,-71.0772796
"Lawrence, Massachusetts",42.7070354,-71.1631137
"North Andover, Massachusetts",42.69870239999999,-71.1350575
"Rockland, Massachusetts",42.1306563,-70.9161551
"Weymouth, Massachusetts",42.2180724,-70.94103559999999
"Bloomfield Hills, Michigan",42.583645,-83.24548829999999
"East Lansing, Michigan",42.7369792,-84.48386540000001
"Grand Rapids, Michigan",42.9633599,-85.6680863
"Grandville, Michigan",42.9097484,-85.7630885
"Holland, Michigan",42.7875235,-86.1089301
"Lansing, Michigan",42.732535,-84.5555347
"Okemos, Michigan",42.722257,-84.4274744
"Portage, Michigan",42.2011538,-85.5800022
"Southfield, Michigan",42.4733688,-83.2218731
"Farmington, Michigan",42.4644795,-83.37632180000001
"Oak Park, Michigan",42.4594803,-83.18270509999999
"Warren, Michigan",42.5144566,-83.01465259999999
"Ann Arbor, Michigan",42.2808256,-83.7430378
"New Hudson, Michigan",42.5149364,-83.6082346
"Rochester Hills, Michigan",42.65836609999999,-83.1499322
"West Bloomfield, Michigan",42.5678534,-83.373339
"Grand Haven, Michigan",43.0630734,-86.22838639999999
"Spring Lake, Michigan",43.07696250000001,-86.19699709999999
"Clarkston, Michigan",42.7351196,-83.4192941
"Clinton, Michigan",42.0719866,-83.9716095
"Dearborn Heights, Michigan",42.3369816,-83.27326269999999
"Detroit, Michigan",42.331427,-83.0457538
"Grand, Michigan",42.6450451,-85.30008959999999
"Hamtramck, Michigan",42.3928151,-83.0496438
"Kentwood, Michigan",42.8694731,-85.64474919999999
"Livonia, Michigan",42.36837,-83.35270969999999
"Sterling Heights, Michigan",42.5803122,-83.0302033
"Westland, Michigan",42.32420399999999,-83.400211
"Wyoming, Michigan",42.9133602,-85.7053085
"Battle Creek, Michigan",42.3211522,-85.17971419999999
"Mason, Michigan",42.5792027,-84.4435845
"Redford, Michigan",42.3944486,-83.2973732
"Springfield, Michigan",42.3264298,-85.2391614
"Cascade, Michigan",42.9024636,-85.49462489999999
"Hudsonville, Michigan",42.870859,-85.8650358
"Sparta, Michigan",43.1608578,-85.71003929999999
"Caledonia, Michigan",42.7891985,-85.5166864
"Greenville, Michigan",43.1775314,-85.2527987
"New Boston, Michigan",42.1626843,-83.4027844
"Berrien Springs, Michigan",41.9464342,-86.338905
"Dearborn, Michigan",42.3222599,-83.17631449999999
"Canton, Michigan",42.3086444,-83.48211599999999
"Ypsilanti, Michigan",42.2411499,-83.61299389999999
"Ada, Michigan",42.960727,-85.4954803
"Dewitt, Michigan",42.842256,-84.56914870000001
"Farmington Hills, Michigan",42.4989936,-83.3677168
"Mount Pleasant, Michigan",43.59780749999999,-84.7675139
"Novi, Michigan",42.48059,-83.4754913
"Birmingham, Michigan",42.5467012,-83.21131919999999
"Bloomfield, Michigan",42.5793103,-83.2827093
"Bloomfield Township, Michigan",42.5793103,-83.2827093
"Brighton, Michigan",42.5294773,-83.7802214
"Center Line, Michigan",42.4850362,-83.0277002
"Chester Hills, Michigan",43.158429,-85.8690933
"Chester Hills, Michigan",43.128099,-85.87499
"Coldwater, Michigan",41.9403263,-85.00052149999999
"Commerce, Michigan",42.5750853,-83.48823469999999
"Decatur, Michigan",42.1080979,-85.97445689999999
"Ferndale, Michigan",42.4605917,-83.1346478
"Fraser, Michigan",42.539202,-82.9493652
"Grand Blanc, Michigan",42.9275277,-83.6299518
"Grosse Pointe, Michigan",42.3861485,-82.9118591
"Haslett, Michigan",42.74697889999999,-84.40108479999999
"Hazel Park, Michigan",42.4625362,-83.1040912
"Highland Park, Michigan",42.4055925,-83.096868
"Inkster, Michigan",42.2942045,-83.30993029999999
"Jenison, Michigan",42.907248,-85.79197839999999
"Keego Harbor, Michigan",42.6080884,-83.3438247
"Macomb, Michigan",42.6651965,-82.92864279999999
"Madison Heights, Michigan",42.4858692,-83.1052028
"Monroe, Michigan",41.9164343,-83.3977101
"Mount Clemens, Michigan",42.5972563,-82.8779754
"Muskegon, Michigan",43.2341813,-86.24839209999999
"New Baltimore, Michigan",42.6811436,-82.7368616
"Northville, Michigan",42.4311464,-83.4832692
"Oakland, Michigan",42.59219239999999,-83.33618799999999
"Rochester, Michigan",42.680588,-83.1338214
"Rockford, Michigan",43.1200272,-85.5600316
"Royal Oak, Michigan",42.4894801,-83.1446485
"Saginaw, Michigan",43.4194699,-83.9508068
"Saline, Michigan",42.1667072,-83.7816075
"Shelby, Michigan",43.6086194,-86.3639633
"South Field, Michigan",42.4733688,-83.2218731
"South Lyon, Michigan",42.46059,-83.6516063
"Swartz Creek, Michigan",42.9572508,-83.8305144
"Temperance, Michigan",41.7792144,-83.5688244
"Trenton, Michigan",42.1394858,-83.1782587
"Troy, Michigan",42.6064095,-83.1497751
"Utica, Michigan",42.6261446,-83.0335384
"Walled Lake, Michigan",42.537811,-83.4810481
"Washington, Michigan",42.7509332,-83.05761559999999
"Waterford, Michigan",42.6907443,-83.4066132
"Wheeler, Michigan",43.4054531,-84.41726659999999
"White Lake, Michigan",42.6592995,-83.4856913
"Willis, Michigan",42.1583697,-83.5586429
"Wixom, Michigan",42.5247555,-83.5363268
"Wolverine Lake, Michigan",42.5545868,-83.48835780000002
"Capac, Michigan",43.0125509,-82.93447909999999
"Freeland, Michigan",43.5250265,-84.1227598
"Grand Ledge, Michigan",42.7533685,-84.7463757
"Pontiac, Michigan",42.6389216,-83.29104679999999
"Riley, Michigan",42.9290398,-82.79941939999999
"Roseville, Michigan",42.4972583,-82.9371409
"Vassar, Michigan",43.3719678,-83.58329169999999
"Byron Center, Michigan",42.8122508,-85.7228061
"Dorr, Michigan",42.7249602,-85.7051116
"Hastings, Michigan",42.6458682,-85.29084030000001
"Holt, Michigan",42.6405912,-84.5152545
"Kalamazoo, Michigan",42.2917069,-85.5872286
"Flint, Michigan",43.0125274,-83.6874562
"Maple Grove, Michigan",42.5455578,-85.1271907
"Portland, Michigan",42.8672048,-84.9100792
"Metropolitan, Michigan",45.9946744,-87.89402109999999
"Plymouth, Michigan",42.3714253,-83.4702132
"Belleville, Michigan",42.2047619,-83.4852133
"Comstock, Michigan",42.2844539,-85.45818589999999
"Wayland, Michigan",42.6739208,-85.6447438
"Flushing, Michigan",43.0630833,-83.8510732
"Grawn, Michigan",44.6634149,-85.6923204
"Traverse City, Michigan",44.7630567,-85.62063169999999
"Prudenville, Michigan",44.2983513,-84.651967
"Burnsville, Minnesota",44.7677424,-93.27772259999999
"Richfield, Minnesota",44.8832982,-93.28300209999999
"Anoka, Minnesota",45.1977428,-93.3871758
